CompanyID,CompanyName,Idea,Sector,SubSector,BusinessModel,FundingStage,FundingRaisedUSD_millions,MonthlyRevenueUSD_thousands,MonthlyBurnUSD_thousands,MonthlyGrowthPercent,TeamSize,FoundersAvgExperienceYears,MarketSizeUSD_billions,TAMGrowthPercent,ProductDifferentiationScore,CompetitiveMoatScore,RegulatoryRiskScore,LocationCountry,RiskScore
589,OrbitSystems,Network Security solution in the Cybersecurity space,Cybersecurity,Network Security,Hardware,Seed,5.44,110.11,131.24,10.24,15,6.8,27.55,7.59,1,4,9,Israel,70.01
590,FusionLogistics,Network Security solution in the Cybersecurity space,Cybersecurity,Network Security,Hybrid,Series A,6.79,328.52,377.65,9.81,56,7.7,193.44,8.85,1,4,5,Brazil,62.22
591,SigmaFoods,Cloud Security solution in the Cybersecurity space,Cybersecurity,Cloud Security,B2C Subscription,Seed,3.37,29.76,41.07,16.81,19,4.4,97.51,11.14,10,1,9,UK,61.86
592,GammaEdu,Autonomous Vehicles solution in the Mobility space,Mobility,Autonomous Vehicles,B2B SaaS,Pre-Seed,2.02,84.88,60.05,23.08,7,1.4,131.54,8.94,10,9,3,Australia,39.14
593,PioneerTech,Cloud Security solution in the Cybersecurity space,Cybersecurity,Cloud Security,B2C Subscription,Seed,6.62,129.56,150.12,39.42,20,0.7,141.92,14.23,4,8,2,Canada,47.15
594,DeltaLabs,NLP solution in the AI/ML space,AI/ML,NLP,B2B SaaS,Series A,2.7,285.76,337.6,45.98,42,5.5,197.02,14.3,6,2,9,Australia,63.83
595,ApexCloud,Vertical Farming solution in the Agritech space,Agritech,Vertical Farming,Hardware,Pre-Seed,9.36,38.09,25.18,38.19,10,2.1,17.58,8.86,3,6,10,UK,66.11
596,ZetaHealth,Workforce Upskilling solution in the EdTech space,EdTech,Workforce Upskilling,Hardware,Seed,9.1,177.91,128.21,18.58,21,2.3,66.43,3.23,8,5,3,India,47.92
597,AlphaMobility,Workforce Upskilling solution in the EdTech space,EdTech,Workforce Upskilling,Marketplace,Pre-Seed,32.75,2.69,0,22.91,5,5.3,82.09,6.73,8,8,9,USA,52.73
598,LambdaNetworks,VR/AR Games solution in the Gaming space,Gaming,VR/AR Games,Hybrid,Series A,82.81,333.11,344.45,0.43,49,9.7,165.38,8.31,8,7,8,India,51.52
599,LambdaCloud,Mobile Games solution in the Gaming space,Gaming,Mobile Games,Marketplace,Series A,4.5,320.77,340.41,21.28,54,4.2,74.81,3.31,9,4,1,UK,42.81
600,QuantumHealth,K-12 solution in the EdTech space,EdTech,K-12,B2C Subscription,Series B,7.62,654.12,722.02,2.61,119,7.9,43.65,2.3,10,10,5,Singapore,40.85
